sample|NC_009456.1|cassette_003	sp|P59696|T200_SALTY	41.406	128	75	0	2510	2127	1	128	8.26e-30	119	Transposase for insertion sequence element IS200 OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=tnpA1 PE=3 SV=1
sample|NC_009456.1|cassette_009	sp|Q8G9F9|INHA_PSEPU	32.105	190	114	5	1106	549	3	181	1.64e-23	100	Isonitrile hydratase OS=Pseudomonas putida OX=303 GN=inhA PE=1 SV=1
sample|NC_009456.1|cassette_010	sp|P0AG79|SUBI_SHIFL	66.261	329	110	1	109	1092	1	329	2.94e-155	459	Sulfate-binding protein OS=Shigella flexneri OX=623 GN=sbp PE=3 SV=1
sample|NC_009456.1|cassette_012	sp|Q60228|RELX_ECOLX	56.383	94	41	0	2206	2487	1	94	1.57e-29	116	Putative RelE-like toxin protein OS=Escherichia coli OX=562 PE=3 SV=1
sample|NC_009456.1|cassette_013	sp|Q08790|BLC_VIBCH	99.415	171	1	0	518	6	1	171	5.09e-108	317	Outer membrane lipoprotein Blc OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=blc PE=3 SV=2
sample|NC_009456.1|cassette_014	sp|O31020|Y3137_VIBCH	97.605	334	8	0	2646	1645	1	334	0.0	681	Putative carboxypeptidase VC_A0337 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=VC_A0337 PE=3 SV=2
sample|NC_009456.1|cassette_015	sp|P37664|YIAC_ECOLI	31.707	123	80	3	414	55	2	123	1.27e-11	61.6	Peptidyl-lysine N-acetyltransferase YiaC OS=Escherichia coli (strain K12) OX=83333 GN=yiaC PE=1 SV=1
sample|NC_009456.1|cassette_017	sp|G4YEI5|ISC1_PHYSP	33.523	176	111	2	3036	2524	21	195	2.57e-23	102	Secreted isochorismatase effector Isc1 OS=Phytophthora sojae (strain P6497) OX=1094619 GN=Isc1 PE=1 SV=1
sample|NC_009456.1|cassette_022	sp|Q08790|BLC_VIBCH	99.415	171	1	0	518	6	1	171	3.22e-112	319	Outer membrane lipoprotein Blc OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=blc PE=3 SV=2
sample|NC_009456.1|cassette_024	sp|Q502D1|GLOD5_DANRE	65.854	123	42	0	835	467	39	161	1.12e-45	165	Glyoxalase domain-containing protein 5 OS=Danio rerio OX=7955 GN=glod5 PE=2 SV=1
sample|NC_009456.1|cassette_025	sp|Q08790|BLC_VIBCH	98.246	171	3	0	1500	988	1	171	1.20e-99	311	Outer membrane lipoprotein Blc OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=blc PE=3 SV=2
sample|NC_009456.1|cassette_026	sp|P37664|YIAC_ECOLI	31.707	123	80	3	414	55	2	123	1.25e-11	61.6	Peptidyl-lysine N-acetyltransferase YiaC OS=Escherichia coli (strain K12) OX=83333 GN=yiaC PE=1 SV=1
sample|NC_009456.1|cassette_027	sp|O31020|Y3137_VIBCH	99.701	334	1	0	1529	528	1	334	0.0	692	Putative carboxypeptidase VC_A0337 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=VC_A0337 PE=3 SV=2
sample|NC_009456.1|cassette_033	sp|P58093|PARD_VIBCH	100.000	80	0	0	68	307	1	80	5.47e-50	159	Antitoxin ParD OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=parD PE=1 SV=1
sample|NC_009456.1|cassette_036	sp|Q9KMJ4|Y3154_VIBCH	100.000	162	0	0	1266	781	27	188	1.98e-113	333	UPF0157 protein VC_A0354 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=VC_A0354 PE=3 SV=1
sample|NC_009456.1|cassette_042	sp|P55366|TACT_SINFN	31.361	169	105	4	912	1388	14	181	3.10e-16	80.1	Probable toxin TacT OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=tacT PE=3 SV=1
sample|NC_009456.1|cassette_043	sp|Q02481|Y3691_SHEFN	61.538	130	49	1	1997	1611	1	130	1.86e-46	164	Uncharacterized protein Sfri_3691 OS=Shewanella frigidimarina (strain NCIMB 400) OX=318167 GN=Sfri_3691 PE=4 SV=2
sample|NC_009456.1|cassette_046	sp|Q9KMG3|Y3195_VIBCH	100.000	259	0	0	777	1	20	278	0.0	536	Uncharacterized isomerase VC_A0395 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=VC_A0395 PE=3 SV=1
sample|NC_009456.1|cassette_048	sp|Q9KMG4|HIGA1_VIBCH	100.000	104	0	0	312	1	1	104	6.38e-71	215	Antitoxin HigA-1 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=higA-1 PE=1 SV=1
sample|NC_009456.1|cassette_049	sp|P21861|PAT_STRCO	41.212	165	95	1	3029	2541	7	171	2.77e-37	141	Phosphinothricin N-acetyltransferase OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=bar PE=1 SV=2
